,heroId1,heroId2,synergy_with,winrate_with,synergy_against,winrate_against
19,104,64,0.958,0.52,1.307,0.51
20,104,105,0.891,0.51,-0.645,0.5
21,104,31,0.821,0.52,-1.554,0.48
22,104,12,0.797,0.48,1.39,0.55
23,104,36,0.766,0.53,0.523,0.49
24,104,50,0.677,0.51,-1.426,0.49
25,104,32,0.669,0.52,-0.398,0.49
26,104,39,0.66,0.48,1.53,0.55
27,104,73,0.599,0.52,-0.327,0.49
28,104,97,0.516,0.5,-1.282,0.5
29,104,48,0.475,0.52,-1.2,0.48
30,104,53,0.459,0.45,1.673,0.58
31,104,47,0.456,0.5,0.779,0.52
32,104,25,0.436,0.48,-1.242,0.52
33,104,45,0.379,0.5,-1.143,0.5
34,104,74,0.376,0.51,0.88,0.51
35,104,41,0.36,0.51,0.897,0.51
36,104,26,0.349,0.49,-1.133,0.51
37,104,87,0.343,0.5,0.894,0.52
38,104,106,0.324,0.46,0.831,0.56
39,104,84,0.262,0.54,1.058,0.48
40,104,42,0.243,0.53,-0.943,0.47
41,104,85,0.223,0.53,2.077,0.5
42,104,6,0.067,0.52,0.216,0.49
43,104,30,0.005,0.5,-0.761,0.5
44,104,126,-0.004,0.5,1.248,0.52
45,104,114,-0.047,0.48,-1.749,0.51
46,104,35,-0.06,0.47,0.244,0.54
47,104,40,-0.135,0.5,2.381,0.53
48,104,9,-0.154,0.52,1.442,0.5
49,104,7,-0.194,0.49,-1.578,0.5
50,104,34,-0.238,0.46,-0.595,0.54
51,104,10,-0.257,0.49,-0.514,0.51
52,104,113,-0.258,0.54,0.588,0.47
53,104,99,-0.346,0.49,1.576,0.53
54,104,83,-0.35,0.52,-0.358,0.48
55,104,18,-0.355,0.52,-0.353,0.48
56,104,20,-0.379,0.52,-1.329,0.47
57,104,27,-0.407,0.51,0.679,0.5
58,104,54,-0.434,0.49,-1.334,0.5
59,104,17,-0.472,0.48,-0.315,0.52
60,104,21,-0.543,0.51,0.819,0.5
61,104,119,-0.571,0.5,0.826,0.51
62,104,44,-0.591,0.49,-1.174,0.5
63,104,1,-0.592,0.51,4.868,0.54
64,104,71,-0.686,0.5,-1.056,0.49
65,104,19,-0.7,0.46,-1.124,0.53
66,104,13,-0.769,0.47,2.967,0.56
67,104,93,-0.794,0.48,0.014,0.52
68,104,28,-0.837,0.51,0.118,0.49
69,104,14,-0.942,0.49,0.184,0.51
70,104,56,-0.977,0.57,2.383,0.45
71,104,94,-1.186,0.5,-1.546,0.48
72,104,46,-1.232,0.47,-1.561,0.51
73,104,63,-1.476,0.48,0.709,0.52
74,104,4,-1.748,0.51,0.048,0.48
75,104,70,-1.872,0.47,-1.907,0.5
76,104,2,-2.963,0.48,0.227,0.5
0,105,46,4.401,0.52,-3.916,0.48
1,105,1,4.041,0.55,-2.487,0.46
2,105,54,3.198,0.52,-1.689,0.49
3,105,56,2.656,0.6,1.028,0.43
4,105,94,2.446,0.53,-1.901,0.47
5,105,12,2.429,0.49,3.035,0.56
6,105,10,2.375,0.51,2.131,0.53
7,105,109,2.302,0.51,5.205,0.56
8,105,44,2.042,0.51,1.471,0.52
9,105,37,1.968,0.54,-1.393,0.46
10,105,70,1.76,0.5,-0.262,0.51
11,105,35,1.572,0.48,-1.111,0.52
12,105,108,1.441,0.58,0.227,0.43
13,105,95,1.394,0.52,3.152,0.52
14,105,113,1.375,0.55,-3.767,0.42
15,105,99,1.286,0.5,-0.779,0.5
16,105,97,1.148,0.5,-1.637,0.49
17,105,53,1.092,0.45,-0.682,0.55
18,105,21,1.089,0.52,1.464,0.5
19,105,129,1.042,0.5,-1.529,0.49
20,105,22,1.036,0.55,0.579,0.46
21,105,26,0.981,0.49,-1.488,0.5
22,105,87,0.975,0.5,-0.461,0.5
23,105,71,0.946,0.51,-0.411,0.49
24,105,104,0.891,0.51,0.645,0.5
25,105,4,0.884,0.53,1.693,0.49
26,105,42,0.876,0.53,-4.298,0.43
27,105,14,0.69,0.5,-2.171,0.48
28,105,81,0.688,0.52,1.873,0.5
29,105,2,0.669,0.51,0.872,0.5
30,105,67,0.633,0.54,-2.031,0.44
31,105,96,0.605,0.5,-2.083,0.48
32,105,120,0.487,0.48,0.996,0.53
33,105,49,0.423,0.5,-2.897,0.47
34,105,36,0.398,0.52,2.169,0.5
35,105,34,0.395,0.46,0.05,0.54
36,105,50,0.309,0.5,-0.781,0.49
37,105,39,0.292,0.47,1.175,0.54
38,105,83,0.282,0.52,0.287,0.48
39,105,27,0.225,0.51,1.324,0.5
40,105,101,0.201,0.5,0.329,0.5
41,105,63,0.156,0.49,5.354,0.56
42,105,48,0.107,0.51,1.445,0.5
43,105,74,0.009,0.5,0.525,0.5
44,105,41,-0.008,0.5,0.542,0.5
45,105,29,-0.026,0.52,0.602,0.48
46,105,68,-0.055,0.51,2.61,0.51
47,105,84,-0.105,0.53,-0.297,0.46
48,105,28,-0.205,0.51,0.764,0.49
49,105,8,-0.28,0.51,-1.16,0.47
50,105,6,-0.3,0.51,-0.139,0.48
51,105,100,-0.35,0.48,-0.15,0.51
52,105,64,-0.409,0.5,-1.048,0.48
53,105,114,-0.415,0.47,0.897,0.53
54,105,60,-0.448,0.52,1.032,0.48
55,105,69,-0.531,0.46,-1.006,0.52
56,105,31,-0.546,0.5,0.091,0.49
57,105,32,-0.699,0.5,3.247,0.52
58,105,86,-0.712,0.46,1.179,0.54
59,105,18,-0.723,0.51,1.292,0.49
60,105,20,-0.747,0.51,-3.683,0.44
61,105,17,-0.84,0.47,1.33,0.53
62,105,128,-0.879,0.47,1.369,0.53
63,105,47,-0.912,0.48,-0.576,0.5
64,105,25,-0.932,0.46,1.403,0.54
65,105,98,-0.966,0.46,0.438,0.53
66,105,5,-1.07,0.5,0.626,0.49
67,105,85,-1.145,0.51,0.722,0.48
68,105,51,-1.298,0.5,1.858,0.5
69,105,23,-1.329,0.45,0.789,0.54
70,105,30,-1.363,0.48,-0.116,0.5
71,105,11,-1.372,0.48,1.893,0.52
72,105,126,-1.372,0.48,3.893,0.54
73,105,62,-1.471,0.48,2.994,0.53
74,105,40,-1.503,0.48,1.026,0.51
75,105,9,-1.522,0.5,0.087,0.48
76,105,7,-1.562,0.47,0.067,0.51
77,105,45,-1.989,0.47,0.503,0.51
78,105,19,-2.068,0.44,-1.479,0.52
79,105,121,-2.125,0.44,0.58,0.54
80,105,93,-2.162,0.46,2.659,0.54
81,105,16,-2.214,0.47,2.732,0.53
82,105,75,-2.369,0.48,1.91,0.51
83,105,73,-2.768,0.48,-0.682,0.48
84,105,110,-2.836,0.47,-0.634,0.49
85,105,106,-3.043,0.42,4.476,0.59
86,105,59,-3.305,0.45,-0.196,0.51
0,106,109,2.735,0.47,1.729,0.48
1,106,67,2.066,0.51,3.493,0.45
2,106,96,2.038,0.47,3.44,0.49
3,106,9,1.912,0.49,0.61,0.44
4,106,69,1.902,0.44,-0.482,0.48
5,106,54,1.631,0.46,-3.165,0.43
6,106,68,1.379,0.48,2.134,0.46
7,106,19,1.366,0.43,1.045,0.5
8,106,4,1.318,0.49,1.216,0.44
9,106,93,1.271,0.45,-2.818,0.44
10,106,28,1.228,0.48,0.287,0.44
11,106,70,1.193,0.45,0.262,0.47
12,106,8,1.153,0.48,-1.636,0.42
13,106,81,1.121,0.48,2.396,0.46
14,106,75,1.065,0.47,-1.566,0.43
15,106,64,1.024,0.47,-0.525,0.44
16,106,60,0.985,0.49,0.556,0.43
17,106,40,0.931,0.46,-3.45,0.42
18,106,120,0.921,0.44,0.52,0.48
19,106,7,0.871,0.45,0.59,0.47
20,106,36,0.831,0.48,-1.308,0.42
21,106,95,0.827,0.47,-2.324,0.42
22,106,86,0.721,0.43,-0.298,0.48
23,106,18,0.71,0.48,-2.184,0.41
24,106,128,0.554,0.44,-0.107,0.47
25,106,48,0.54,0.47,1.969,0.46
26,106,44,0.475,0.45,-0.005,0.46
27,106,98,0.467,0.43,-0.038,0.48
28,106,45,0.444,0.45,1.026,0.47
29,106,41,0.426,0.46,-0.935,0.44
30,106,87,0.408,0.45,0.063,0.46
31,106,29,0.407,0.48,-0.875,0.42
32,106,37,0.401,0.48,0.131,0.43
33,106,71,0.379,0.46,2.113,0.47
34,106,107,0.341,0.45,0.131,0.46
35,106,104,0.324,0.46,-0.831,0.44
36,106,42,0.309,0.48,0.225,0.43
37,106,85,0.289,0.48,1.246,0.44
38,106,56,0.089,0.53,-0.448,0.37
39,106,114,0.018,0.43,-2.58,0.45
40,106,62,-0.038,0.45,0.518,0.46
41,106,31,-0.113,0.46,0.615,0.45
42,106,108,-0.126,0.52,-2.249,0.36
43,106,49,-0.144,0.45,-2.374,0.43
44,106,10,-0.192,0.44,-2.345,0.44
45,106,50,-0.258,0.45,-0.258,0.45
46,106,39,-0.275,0.42,0.699,0.49
47,106,20,-0.314,0.47,0.84,0.44
48,106,101,-0.366,0.45,-0.147,0.45
49,106,110,-0.402,0.45,-0.11,0.45
50,106,63,-0.41,0.44,-0.122,0.46
51,106,97,-0.419,0.44,-0.114,0.46
52,106,53,-0.475,0.39,-1.158,0.5
53,106,21,-0.478,0.46,2.988,0.47
54,106,111,-0.486,0.44,-4.045,0.42
55,106,25,-0.498,0.42,-0.073,0.48
56,106,1,-0.526,0.46,2.037,0.46
57,106,26,-0.586,0.43,1.036,0.48
58,106,84,-0.672,0.48,0.226,0.42
59,106,121,-0.692,0.41,-2.896,0.46
60,106,14,-0.876,0.44,0.353,0.46
61,106,2,-0.898,0.45,1.396,0.46
62,106,30,-0.93,0.44,1.408,0.47
63,106,35,-0.995,0.41,1.413,0.5
64,106,12,-1.138,0.41,5.559,0.54
65,106,32,-1.266,0.45,-0.229,0.44
66,106,99,-1.28,0.43,-1.255,0.45
67,106,83,-1.285,0.46,-1.189,0.42
68,106,27,-1.341,0.45,-1.152,0.43
69,106,119,-1.505,0.44,-2.005,0.43
70,106,129,-1.525,0.43,0.994,0.47
71,106,22,-1.531,0.48,1.103,0.42
72,106,74,-1.558,0.44,0.049,0.45
73,106,5,-1.637,0.45,-0.85,0.43
74,106,16,-1.781,0.43,-0.744,0.45
75,106,51,-1.865,0.45,2.382,0.46
76,106,6,-1.867,0.45,-0.615,0.43
77,106,100,-1.917,0.42,1.374,0.48
78,106,47,-2.479,0.42,-1.052,0.45
79,106,23,-2.896,0.39,2.312,0.51
80,106,126,-2.938,0.42,2.416,0.48
81,106,105,-3.043,0.42,-4.476,0.41
0,107,83,4.667,0.56,1.68,0.49
1,107,109,3.687,0.52,1.598,0.52
2,107,68,3.33,0.54,1.003,0.49
3,107,40,2.882,0.52,0.419,0.5
4,107,36,2.783,0.54,-3.439,0.44
5,107,20,2.638,0.54,1.709,0.49
6,107,110,2.549,0.52,0.759,0.5
7,107,128,2.506,0.5,1.762,0.53
8,107,47,2.473,0.51,0.817,0.51
9,107,111,2.466,0.51,0.824,0.51
10,107,121,2.26,0.48,-0.027,0.53
11,107,11,2.013,0.51,1.285,0.51
12,107,96,1.99,0.51,1.309,0.51
13,107,64,1.975,0.52,0.344,0.49
14,107,114,1.97,0.49,-0.711,0.51
15,107,9,1.863,0.53,0.479,0.48
16,107,108,1.826,0.58,0.62,0.43
17,107,10,1.76,0.5,1.524,0.52
18,107,86,1.673,0.48,1.571,0.54
19,107,18,1.662,0.53,-2.315,0.45
20,107,53,1.476,0.45,0.711,0.56
21,107,44,1.426,0.5,0.864,0.51
22,107,98,1.419,0.48,0.831,0.53
23,107,74,1.393,0.51,-0.082,0.49
24,107,42,1.26,0.53,1.094,0.48
25,107,70,1.145,0.49,1.131,0.52
26,107,6,1.084,0.52,3.254,0.51
27,107,75,1.016,0.51,-0.697,0.48
28,107,69,0.854,0.47,0.387,0.53
29,107,31,0.838,0.51,-0.516,0.48
30,107,7,0.823,0.49,-1.541,0.49
31,107,46,0.785,0.48,-2.523,0.49
32,107,34,0.779,0.46,0.442,0.54
33,107,113,0.759,0.54,3.626,0.49
34,107,50,0.694,0.5,1.611,0.51
35,107,32,0.686,0.51,0.64,0.49
36,107,73,0.616,0.51,-1.289,0.47
37,107,101,0.585,0.5,1.722,0.51
38,107,54,0.583,0.49,-2.296,0.48
39,107,17,0.545,0.48,0.722,0.52
40,107,48,0.492,0.51,0.838,0.49
41,107,25,0.453,0.47,-0.204,0.52
42,107,119,0.446,0.5,-0.136,0.49
43,107,22,0.42,0.54,1.972,0.47
44,107,45,0.396,0.49,0.895,0.51
45,107,26,0.366,0.48,-1.095,0.5
46,107,87,0.36,0.49,1.932,0.52
47,107,37,0.353,0.52,-0.0,0.47
48,107,106,0.341,0.45,-0.131,0.54
49,107,5,0.314,0.51,2.019,0.5
50,107,85,0.24,0.52,-0.885,0.46
51,107,93,0.223,0.48,-0.949,0.5
52,107,16,0.171,0.49,1.125,0.51
53,107,8,0.105,0.51,0.233,0.48
54,107,81,0.073,0.51,-2.735,0.45
55,107,2,0.054,0.5,2.265,0.51
56,107,56,0.04,0.57,0.421,0.42
57,107,62,-0.086,0.49,0.387,0.5
58,107,120,-0.128,0.47,-0.611,0.51
59,107,12,-0.186,0.46,2.428,0.55
60,107,39,-0.323,0.46,0.568,0.53
61,107,63,-0.459,0.48,-1.253,0.49
62,107,97,-0.467,0.48,-0.245,0.5
63,107,21,-0.526,0.5,0.857,0.49
64,107,1,-0.575,0.5,0.906,0.49
65,107,41,-0.623,0.49,-1.066,0.48
66,107,29,-0.642,0.51,-0.006,0.47
67,107,19,-0.683,0.45,-0.086,0.53
68,107,104,-0.724,0.49,0.038,0.49
69,107,28,-0.82,0.5,-1.844,0.46
70,107,23,-0.945,0.45,-1.819,0.51
71,107,30,-0.978,0.48,0.277,0.5
72,107,67,-0.982,0.52,4.362,0.5
73,107,35,-1.043,0.45,0.282,0.53
74,107,94,-1.169,0.49,2.492,0.51
75,107,49,-1.193,0.48,0.495,0.5
76,107,27,-1.39,0.49,-0.283,0.48
77,107,129,-1.573,0.47,0.863,0.51
78,107,71,-1.669,0.48,-1.018,0.48
79,107,84,-1.721,0.51,1.095,0.47
80,107,4,-1.731,0.5,-3.915,0.43
81,107,13,-1.752,0.45,1.005,0.53
82,107,51,-1.913,0.49,2.251,0.5
83,107,60,-2.064,0.5,1.425,0.48
84,107,105,-2.092,0.47,1.393,0.51
85,107,99,-2.329,0.46,-0.386,0.5
86,107,14,-2.925,0.46,2.222,0.52
87,107,126,-2.987,0.46,0.285,0.5
88,107,95,-3.221,0.47,-1.455,0.47
0,108,97,4.065,0.6,0.136,0.58
1,108,51,3.62,0.62,-0.369,0.55
2,108,17,3.078,0.58,1.103,0.6
3,108,13,2.781,0.57,2.385,0.62
4,108,46,2.318,0.57,-0.143,0.59
5,108,20,2.171,0.61,-0.911,0.54
6,108,45,1.928,0.58,0.275,0.58
7,108,71,1.863,0.59,3.362,0.6
8,108,107,1.826,0.58,-0.62,0.57
9,108,70,1.678,0.57,-4.489,0.54
10,108,76,1.651,0.55,-4.503,0.56
11,108,8,1.637,0.6,-4.387,0.51
12,108,14,1.608,0.58,-1.398,0.56
13,108,126,1.546,0.58,1.666,0.59
14,108,9,1.396,0.6,0.86,0.56
15,108,7,1.355,0.57,0.84,0.59
16,108,109,1.219,0.57,3.978,0.62
17,108,32,1.218,0.59,4.02,0.6
18,108,86,1.206,0.55,-4.049,0.56
19,108,18,1.195,0.6,-1.935,0.53
20,108,54,1.116,0.57,-1.916,0.56
21,108,25,0.986,0.55,0.176,0.6
22,108,41,0.91,0.58,-0.685,0.56
23,108,26,0.899,0.56,1.285,0.6
24,108,87,0.892,0.57,0.312,0.58
25,108,19,0.85,0.54,1.294,0.62
26,108,5,0.847,0.59,-0.601,0.55
27,108,84,0.812,0.61,1.476,0.55
28,108,93,0.755,0.56,-0.569,0.58
29,108,6,0.617,0.59,-1.366,0.54
30,108,56,0.573,0.65,-1.199,0.48
31,108,30,0.554,0.57,-1.343,0.56
32,108,105,0.441,0.57,-0.227,0.57
33,108,40,0.415,0.57,0.799,0.58
34,108,12,0.346,0.54,5.808,0.66
35,108,39,0.209,0.54,-1.052,0.59
36,108,83,0.199,0.59,-0.94,0.54
37,108,73,0.149,0.58,-1.909,0.54
38,108,27,0.143,0.58,1.097,0.57
39,108,101,0.118,0.57,0.102,0.57
40,108,53,0.009,0.51,0.091,0.63
41,108,21,0.006,0.58,0.237,0.56
42,108,47,0.005,0.56,-1.803,0.56
43,108,111,-0.002,0.56,0.204,0.58
44,108,119,-0.021,0.57,-0.756,0.56
45,108,1,-0.042,0.58,-0.714,0.55
46,108,74,-0.074,0.57,-1.702,0.55
47,108,106,-0.126,0.52,2.249,0.64
48,108,23,-0.412,0.53,0.561,0.61
49,108,100,-0.433,0.55,0.623,0.59
50,108,75,-0.451,0.57,0.683,0.57
51,108,64,-0.492,0.57,0.725,0.57
52,108,35,-0.511,0.53,-3.338,0.57
53,108,95,-0.688,0.57,2.925,0.59
54,108,34,-0.688,0.52,-1.177,0.6
55,108,10,-0.708,0.55,-0.096,0.58
56,108,110,-0.918,0.56,0.139,0.57
57,108,63,-0.926,0.55,0.127,0.58
58,108,128,-0.961,0.54,-0.858,0.58
59,108,48,-0.976,0.57,1.218,0.57
60,108,44,-1.041,0.55,1.244,0.59
61,108,37,-1.114,0.58,0.38,0.55
62,108,121,-1.208,0.52,-0.647,0.6
63,108,67,-1.449,0.59,2.742,0.56
64,108,11,-1.454,0.55,-1.334,0.56
65,108,114,-1.498,0.53,-0.331,0.59
66,108,62,-1.554,0.55,0.767,0.58
67,108,31,-1.629,0.56,-1.136,0.55
68,108,94,-1.636,0.56,3.872,0.6
69,108,113,-1.708,0.59,-0.994,0.52
70,108,50,-1.774,0.55,0.992,0.58
71,108,68,-2.137,0.56,-2.617,0.53
72,108,42,-2.207,0.57,4.475,0.59
73,108,85,-2.227,0.57,0.495,0.55
74,108,36,-2.684,0.56,-1.059,0.54
75,108,22,-3.047,0.58,0.352,0.53
76,108,104,-3.191,0.54,0.418,0.57
0,109,106,3.735,0.48,-1.729,0.52
1,109,34,3.173,0.48,-5.156,0.48
2,109,101,2.979,0.52,-0.876,0.48
3,109,107,2.687,0.51,-1.598,0.48
4,109,105,2.302,0.51,-4.205,0.45
5,109,20,2.032,0.53,0.111,0.47
6,109,17,1.939,0.49,0.124,0.51
7,109,53,1.87,0.45,3.113,0.58
8,109,111,1.86,0.5,2.226,0.52
9,109,119,1.84,0.51,1.266,0.5
10,109,19,1.711,0.47,0.316,0.53
11,109,5,1.708,0.52,1.421,0.49
12,109,104,1.67,0.51,-1.56,0.47
13,109,4,1.663,0.53,-0.513,0.46
14,109,28,1.574,0.52,5.558,0.53
15,109,51,1.481,0.52,1.653,0.49
16,109,14,1.469,0.5,1.624,0.51
17,109,2,1.448,0.51,-1.333,0.47
18,109,62,1.308,0.5,-1.211,0.48
19,109,69,1.248,0.47,-1.211,0.51
20,109,108,1.219,0.57,-3.978,0.38
21,109,7,1.217,0.49,0.861,0.51
22,109,86,1.067,0.47,-0.027,0.52
23,109,83,1.061,0.52,-1.918,0.45
24,109,18,1.056,0.52,2.087,0.49
25,109,97,0.927,0.49,3.157,0.53
26,109,128,0.9,0.48,1.164,0.52
27,109,47,0.867,0.49,5.219,0.55
28,109,129,0.821,0.49,2.265,0.52
29,109,98,0.813,0.47,-2.767,0.49
30,109,45,0.79,0.49,-1.703,0.48
31,109,74,0.787,0.5,0.32,0.49
32,109,26,0.76,0.48,0.307,0.51
33,109,71,0.725,0.5,0.384,0.49
34,109,6,0.478,0.51,-2.344,0.45
35,109,56,0.434,0.57,2.823,0.44
36,109,30,0.416,0.49,0.679,0.5
37,109,11,0.407,0.49,1.688,0.51
38,109,126,0.407,0.49,1.687,0.51
39,109,114,0.364,0.47,3.691,0.55
40,109,35,0.351,0.46,-2.316,0.5
41,109,60,0.33,0.52,1.827,0.48
42,109,9,0.257,0.51,0.881,0.48
43,109,49,0.201,0.49,0.898,0.5
44,109,46,0.179,0.47,2.879,0.54
45,109,10,0.154,0.48,1.926,0.52
46,109,39,0.071,0.46,-1.03,0.51
47,109,27,0.004,0.5,3.119,0.51
48,109,21,-0.132,0.5,0.259,0.48
49,109,25,-0.153,0.46,0.198,0.52
50,109,44,-0.18,0.48,2.266,0.52
51,109,87,-0.246,0.48,1.334,0.51
52,109,68,-0.276,0.5,-0.595,0.47
53,109,121,-0.346,0.45,0.375,0.53
54,109,42,-0.346,0.51,3.496,0.5
55,109,85,-0.366,0.51,-1.483,0.45
56,109,16,-0.435,0.48,-3.473,0.46
57,109,23,-0.551,0.45,0.583,0.53
58,109,96,-0.616,0.48,-1.289,0.48
59,109,40,-0.724,0.48,1.821,0.51
60,109,120,-0.734,0.46,-1.209,0.5
61,109,31,-0.768,0.49,-0.114,0.48
62,109,22,-1.186,0.52,-3.626,0.41
63,109,41,-1.229,0.48,-0.664,0.48
64,109,29,-1.248,0.5,0.396,0.47
65,109,84,-1.327,0.51,1.497,0.47
66,109,13,-1.358,0.45,-3.593,0.48
67,109,100,-1.571,0.46,1.645,0.52
68,109,64,-1.631,0.48,-2.254,0.46
69,109,50,-1.912,0.47,0.013,0.49
70,109,99,-1.935,0.46,2.016,0.52
71,109,110,-2.057,0.47,-0.839,0.48
72,109,37,-2.253,0.49,0.402,0.47
73,109,75,-2.59,0.47,3.705,0.52
74,109,36,-2.823,0.48,1.963,0.49
0,110,81,4.329,0.56,4.507,0.53
1,110,96,3.246,0.53,0.55,0.51
2,110,32,2.942,0.54,-1.119,0.48
3,110,97,2.789,0.52,0.997,0.52
4,110,71,2.587,0.53,1.223,0.51
5,110,56,2.297,0.6,-2.338,0.4
6,110,69,2.11,0.49,-0.372,0.53
7,110,7,2.079,0.51,0.701,0.52
8,110,46,2.042,0.5,0.718,0.53
9,110,54,1.839,0.51,-1.055,0.5
10,110,17,1.801,0.5,-0.037,0.52
11,110,48,1.748,0.53,0.079,0.49
12,110,119,1.703,0.52,0.105,0.5
13,110,44,1.683,0.51,2.105,0.53
14,110,29,1.615,0.54,-1.764,0.46
15,110,19,1.573,0.48,1.155,0.55
16,110,104,1.532,0.52,-1.721,0.48
17,110,4,1.526,0.54,-1.673,0.46
18,110,16,1.427,0.51,-0.634,0.5
19,110,70,1.401,0.5,-0.628,0.51
20,110,51,1.343,0.53,1.492,0.5
21,110,23,1.312,0.48,1.422,0.55
22,110,62,1.17,0.51,1.628,0.52
23,110,12,1.07,0.48,4.669,0.58
24,110,10,1.016,0.5,-3.235,0.48
25,110,83,0.923,0.53,5.921,0.54
26,110,27,0.867,0.52,-1.042,0.48
27,110,63,0.798,0.5,0.988,0.52
28,110,53,0.733,0.45,-2.048,0.54
29,110,21,0.73,0.52,0.098,0.49
30,110,47,0.729,0.5,0.058,0.51
31,110,25,0.709,0.48,-2.963,0.5
32,110,1,0.682,0.52,1.147,0.5
33,110,98,0.675,0.48,-1.928,0.51
34,110,74,0.65,0.51,0.159,0.5
35,110,41,0.633,0.51,0.176,0.5
36,110,68,0.587,0.52,0.244,0.49
37,110,84,0.536,0.54,0.337,0.47
38,110,42,0.517,0.53,1.336,0.49
39,110,121,0.516,0.47,0.214,0.54
40,110,85,0.497,0.53,-0.644,0.47
41,110,30,0.278,0.5,0.518,0.51
42,110,67,0.274,0.54,3.603,0.5
43,110,126,0.27,0.5,-1.473,0.49
44,110,11,0.269,0.5,0.527,0.51
45,110,60,0.193,0.53,0.666,0.48
46,110,120,0.128,0.48,-0.37,0.52
47,110,31,0.095,0.51,1.725,0.51
48,110,108,0.082,0.57,-0.139,0.43
49,110,49,0.064,0.5,1.737,0.52
50,110,36,0.039,0.52,-0.198,0.48
51,110,34,0.036,0.46,-1.317,0.53
52,110,95,0.035,0.51,0.786,0.5
53,110,39,-0.067,0.47,-0.191,0.53
54,110,86,-0.071,0.47,0.812,0.54
55,110,18,-0.082,0.52,1.926,0.5
56,110,20,-0.106,0.52,0.95,0.49
57,110,73,-0.127,0.51,-0.048,0.49
58,110,101,-0.158,0.5,-0.037,0.5
59,110,129,-0.317,0.49,2.104,0.53
60,110,45,-0.348,0.49,1.136,0.52
61,110,87,-0.384,0.49,-0.827,0.5
62,110,37,-0.391,0.52,1.241,0.49
63,110,106,-0.402,0.45,0.11,0.55
64,110,13,-0.495,0.47,-1.754,0.51
65,110,93,-0.521,0.48,-1.708,0.5
66,110,28,-0.564,0.51,1.397,0.5
67,110,8,-0.639,0.51,-2.526,0.46
68,110,6,-0.659,0.51,1.495,0.5
69,110,14,-0.668,0.49,1.463,0.52
70,110,2,-0.69,0.5,2.506,0.52
71,110,100,-0.709,0.48,0.484,0.52
72,110,64,-0.768,0.5,2.586,0.52
73,110,114,-0.774,0.47,3.53,0.56
74,110,9,-0.88,0.51,-0.28,0.48
75,110,94,-0.913,0.5,-1.267,0.48
76,110,111,-1.278,0.48,-3.935,0.47
77,110,26,-1.378,0.47,-0.854,0.51
78,110,5,-1.429,0.5,0.26,0.49
79,110,75,-1.727,0.49,-2.456,0.47
80,110,35,-1.787,0.45,-0.477,0.53
81,110,40,-1.861,0.48,1.66,0.52
82,110,113,-1.984,0.52,-3.133,0.43
83,110,50,-2.05,0.48,-0.147,0.5
84,110,109,-2.057,0.47,1.839,0.53
85,110,99,-2.072,0.47,-0.145,0.51
86,110,128,-2.238,0.46,0.003,0.52
87,110,22,-2.323,0.52,1.213,0.47
88,110,105,-2.836,0.47,0.634,0.51
0,111,4,3.442,0.55,-0.738,0.46
1,111,32,2.859,0.53,-2.184,0.46
2,111,107,2.466,0.51,0.176,0.5
3,111,40,2.055,0.51,0.596,0.5
4,111,120,2.045,0.49,-1.435,0.5
5,111,109,1.86,0.5,-2.226,0.48
6,111,86,1.846,0.48,-0.252,0.52
7,111,18,1.835,0.53,-2.139,0.45
8,111,63,1.714,0.5,-2.077,0.48
9,111,21,1.646,0.52,1.033,0.49
10,111,129,1.6,0.5,0.04,0.5
11,111,44,1.599,0.5,-0.96,0.49
12,111,98,1.592,0.48,0.007,0.52
13,111,45,1.569,0.5,1.072,0.51
14,111,19,1.49,0.47,-0.909,0.52
15,111,28,1.353,0.52,-3.667,0.44
16,111,14,1.248,0.5,1.399,0.51
17,111,114,1.142,0.48,-0.534,0.51
18,111,35,1.13,0.47,-0.542,0.52
19,111,36,0.956,0.52,0.738,0.48
20,111,34,0.952,0.46,0.619,0.54
21,111,113,0.932,0.54,3.803,0.49
22,111,39,0.85,0.47,-0.256,0.52
23,111,73,0.789,0.51,-2.113,0.46
24,111,101,0.758,0.5,0.898,0.5
25,111,17,0.718,0.48,1.899,0.53
26,111,97,0.706,0.49,-1.068,0.49
27,111,47,0.645,0.49,-0.007,0.5
28,111,25,0.626,0.47,-2.028,0.5
29,111,84,0.452,0.53,2.272,0.48
30,111,16,0.344,0.49,1.301,0.51
31,111,70,0.318,0.48,2.307,0.53
32,111,81,0.246,0.51,-0.558,0.47
33,111,23,0.228,0.46,0.358,0.53
34,111,2,0.227,0.5,1.441,0.5
35,111,100,0.208,0.48,-2.58,0.48
36,111,30,0.195,0.49,0.453,0.5
37,111,75,0.189,0.5,-0.521,0.48
38,111,11,0.186,0.49,-2.538,0.47
39,111,126,0.186,0.49,2.462,0.52
40,111,60,0.109,0.52,-0.399,0.46
41,111,62,0.087,0.49,0.563,0.5
42,111,69,0.027,0.46,1.563,0.54
43,111,108,-0.002,0.56,0.796,0.43
44,111,7,-0.004,0.48,-0.364,0.5
45,111,12,-0.013,0.46,-0.396,0.52
46,111,49,-0.02,0.49,-1.328,0.48
47,111,1,-0.402,0.5,-0.918,0.47
48,111,22,-0.407,0.53,2.148,0.47
49,111,74,-0.434,0.49,0.094,0.49
50,111,41,-0.45,0.49,2.111,0.51
51,111,29,-0.469,0.51,-2.829,0.44
52,111,106,-0.486,0.44,4.045,0.58
53,111,104,-0.551,0.49,3.214,0.52
